"label","text"
"991","&#xE;2\0&#x4;Ą촃vlinderrugzak"
"992","&#xE;2\0&#x4;Ą촃rugzak met studs"
"980","&#xE;2\0&#x4;ă촄eikeltasje"
"993","&#xE;2\0&#x4;Ą촃kunstleren rugzak"
"981","&#xE;2\0&#x4;ă촄sneeuwvloktasje"
"994","&#xE;2\0&#x4;Ą촃trekkersrugzak"
"982","&#xE;2\0&#x4;ă촄schelpentasje"
"995","&#xE;2\0&#x4;Ą촃mandrugzak"
"970","&#xE;2\0&#x4;Ą촃handgebreide schoudertas"
"983","&#xE;2\0&#x4;Ą촃gereedschapstas"
"996","&#xE;2\0&#x4;Ą촃rugzak met flap"
"1185","&#xE;2\0&#x4;Ą촃DAL-rugzak"
"971","&#xE;2\0&#x4;Ą촃crossbodytas"
"984","&#xE;2\0&#x4;Ą촃retrosporttas"
"997","&#xE;2\0&#x4;Ą촃koordrugzak"
"972","&#xE;2\0&#x4;Ą촃kunstleren crossbodytas"
"985","&#xE;2\0&#x4;Ą촃sacoche"
"998","&#xE;2\0&#x4;Ą촃canvasrugzak"
"973","&#xE;2\0&#x4;Ą촃sporttas"
"986","&#xE;2\0&#x4;Ą촃avondtas"
"999","&#xE;2\0&#x4;Ȅ촂mama's rugzak"
"974","&#xE;2\0&#x4;Ą촃schoudertas met stippen"
"987","&#xE;2\0&#x4;Ą촃boomstammenrugzak"
"1150","&#xE;2\0&#x4;Ą촃Nook Inc.-rugzak"
"962","&#xE;2\0&#x4;Ą촃koerierstas"
"975","&#xE;2\0&#x4;Ą촃katoenen schoudertas"
"988","&#xE;2\0&#x4;Ą촃reisrugzak"
"963","&#xE;2\0&#x4;Ą촃waterdichte rugzak"
"976","&#xE;2\0&#x4;Ą촃rotan schoudertas"
"989","&#xE;2\0&#x4;Ą촃vierkante rugzak"
"964","&#xE;2\0&#x4;Ą촃kunstleren schoudertas"
"977","&#xE;2\0&#x4;ă촄sterrentasje"
"965","&#xE;2\0&#x4;ă촄vissentasje"
"978","&#xE;2\0&#x4;ă촄kersenbloesemtasje"
"1203","&#xE;2\0&#x4;Ą촃eiertas"
"966","&#xE;2\0&#x4;Ą촃vistas"
"979","&#xE;2\0&#x4;ă촄esdoornbladtasje"
"967","&#xE;2\0&#x4;Ą촃insectenkooi"
"1000","&#xE;2\0&#x4;Ą촃rugzak van geweven gras"
"968","&#xE;2\0&#x4;Ą촃tas van imitatiebont"
"1001","&#xE;2\0&#x4;Ą촃harde rugzak"
"969","&#xE;2\0&#x4;Ą촃kunstleren tas met franje"
"957","&#xE;2\0&#x4;Ą촃simpele rugzak"
"958","&#xE;2\0&#x4;ă촄reistasje"
"990","&#xE;2\0&#x4;Ą촃kampeerrugzak"
