"label","text"
"Flower_02875","&#xE;2\0&#x4;Ą촃zwarte cosmea"
"Flower_02919","&#xE;2\0&#x4;ă촄oranje viooltje"
"FlowerBud_03876","&#xE;2\0&#x4;ȅ촃blauwe rozen in bloei"
"Tree_03380","&#xE;2\0&#x4;Ą촃grote jonge kersenboom"
"Tree_03381","&#xE;2\0&#x4;Ą촃kersenboom"
"Flower_02955_pl","&#xE;2\0&#x4;ȅ촃zwarte rozen"
"Flower_03720","&#xE;2\0&#x4;Ą촃roze anemoon"
"FlowerBud_03715","&#xE;2\0&#x4;ȅ촃oranje-anemonenstelen"
"FlowerBud_03878","&#xE;2\0&#x4;ȅ촃gouden rozen in bloei"
"Flower_02983","&#xE;2\0&#x4;Ą촃rode lelie"
"Flower_03709_pl","&#xE;2\0&#x4;ȅ촃witte anemonen"
"FlowerBud_03716","&#xE;2\0&#x4;ȅ촃oranje anemonen in knop"
"FlowerSeed_02984","&#xE;2\0&#x4;ă촄zakje rode lelies"
"Mushroom_03277_pl","&#xE;2\0&#x4;ȅ촃ronde paddenstoelen"
"Flower_02879","&#xE;2\0&#x4;Ą촃witte tulp"
"FlowerBud_02921","&#xE;2\0&#x4;ȅ촃oranje-viooltjesstelen"
"BushSeedling_03019","&#xE;2\0&#x4;Ą촃rode-hibiscus-zaailing"
"Flower_03723","&#xE;2\0&#x4;Ą촃rode anemoon"
"FlowerBud_02922","&#xE;2\0&#x4;ȅ촃oranje viooltjes in knop"
"FlowerBud_03718","&#xE;2\0&#x4;ȅ촃blauwe-anemonenstelen"
"FlowerBud_03823","&#xE;2\0&#x4;ȅ촃gekiemde rode cosmea's"
"FlowerSeed_03724","&#xE;2\0&#x4;ă촄zakje rode anemonen"
"Vegetable_02295","&#xE;2\0&#x4;Ą촃bamboescheut"
"Flower_03744_pl","&#xE;2\0&#x4;ȅ촃rode hyacinten"
"FlowerBud_03719","&#xE;2\0&#x4;ȅ촃blauwe anemonen in knop"
"FlowerBud_03824","&#xE;2\0&#x4;ȅ촃rode cosmea's in bloei"
"Tree_04436","&#xE;2\0&#x4;Ą촃klingelboomzaailing"
"Flower_02987","&#xE;2\0&#x4;Ą촃gele lelie"
"FlowerBud_03825","&#xE;2\0&#x4;ȅ촃gekiemde witte cosmea's"
"FlowerBud_03930","&#xE;2\0&#x4;ȅ촃roze chrysanten in bloei"
"FlowerSeed_02884_pl","&#xE;2\0&#x4;ȅ촃zakjes rode tulpen"
"FlowerSeed_02988","&#xE;2\0&#x4;ă촄zakje gele lelies"
"Tree_04437","&#xE;2\0&#x4;Ą촃kleine jonge klingelboom"
"FlowerBud_02881","&#xE;2\0&#x4;ȅ촃witte-tulpenstelen"
"FlowerBud_02925","&#xE;2\0&#x4;ȅ촃paarse-viooltjesstelen"
"FlowerBud_03826","&#xE;2\0&#x4;ȅ촃witte cosmea's in bloei"
"FlowerBud_03931","&#xE;2\0&#x4;ȅ촃gekiemde rode chrysanten"
"FlowerSeed_02626_pl","&#xE;2\0&#x4;ȅ촃zakjes rode cosmea's"
"Tree_04438","&#xE;2\0&#x4;Ą촃jonge klingelboom"
