"label","text"
"Ftr_00383","&#xE;2\0&#x4;Ą촃akoestische gitaar"
"Ftr_00532","&#xE;2\0&#x4;Ą촃decoratieberg"
"Ftr_00739","&#xE;2\0&#x4;Ą촃theetafel"
"Ftr_01328","&#xE;2\0&#x4;ă촄schoolbureau"
"Ftr_01433","&#xE;2\0&#x4;Ą촃kampvuurketel"
"Ftr_01850","&#xE;2\0&#x4;Ą촃laptop"
"Ftr_03776","&#xE;2\0&#x4;Ą촃bakstenen put"
"Ftr_04053","&#xE;2\0&#x4;Ą촃rotan leunstoel"
"Ftr_05956","&#xE;2\0&#x4;Ą촃Waterman-kruik"
"Ftr_07134","&#xE;2\0&#x4;Ą촃houten salontafel"
"Ftr_12419","&#xE;2\0&#x4;Ą촃vrolijke eierballonnenset"
"Ftr_00533","&#xE;2\0&#x4;Ą촃decoratieboom"
"Ftr_00950","&#xE;2\0&#x4;Ą촃mixer-versterker"
"Ftr_01329","&#xE;2\0&#x4;ă촄directeursbureau"
"Ftr_01434","&#xE;2\0&#x4;Ą촃slaapzak"
"Ftr_01851","&#xE;2\0&#x4;Ą촃lavalamp"
"Ftr_02713","&#xE;2\0&#x4;Ą촃koelkast"
"Ftr_03509","&#xE;2\0&#x4;ă촄tuinbankje"
"Ftr_04054","&#xE;2\0&#x4;Ą촃rotan salontafel"
"Ftr_05957","&#xE;2\0&#x4;ă촄Steenbok-beeld"
"Ftr_07135","&#xE;2\0&#x4;ă촄grondspotje"
"Ftr_00846","&#xE;2\0&#x4;Ą촃altsaxofoon"
"Ftr_01598","&#xE;2\0&#x4;Ą촃gymnastiekbal"
"Ftr_01852","&#xE;2\0&#x4;Ą촃combibank"
"Ftr_03615","&#xE;2\0&#x4;Ą촃restaurantkeuken"
"Ftr_05958","&#xE;2\0&#x4;Ą촃Boogschutter-pijl"
"Ftr_07136","&#xE;2\0&#x4;Ą촃pot met kattengras"
"Ftr_07865","&#xE;2\0&#x4;ă촄luxe kimonorek"
"Ftr_08415","&#xE;2\0&#x4;Ą촃keizerlijke eettafellantaarn"
"Ftr_09584","&#xE;2\0&#x4;Ą촃strandbal"
"Ftr_11098","&#xE;2\0&#x4;Ą촃wandmodelbidsprinkhaan"
"Ftr_00698","&#xE;2\0&#x4;ă촄moai-beeld"
"Ftr_01124","&#xE;2\0&#x4;Ą촃aquariumglobe"
"Ftr_01853","&#xE;2\0&#x4;Ą촃hoekcombibank"
"Ftr_03467","&#xE;2\0&#x4;ă촄theeservies"
"Ftr_03616","&#xE;2\0&#x4;Ą촃inbouwkeuken"
"Ftr_05959","&#xE;2\0&#x4;Ą촃Kreeft-tafel"
"Ftr_07137","&#xE;2\0&#x4;Ą촃houten staande spiegel"
"Ftr_11099","&#xE;2\0&#x4;Ą촃wandmodelsprinkhaan"
"Ftr_01081","&#xE;2\0&#x4;Ą촃piano"
"Ftr_01125","&#xE;2\0&#x4;ă촄kruidenrek"
"Ftr_01288","&#xE;2\0&#x4;Ą촃dypsis"
"Ftr_03305","&#xE;2\0&#x4;Ą촃babystoel"
"Ftr_03410","&#xE;2\0&#x4;Ą촃kleine set kartonnen dozen"
"Ftr_03468","&#xE;2\0&#x4;Ą촃badhanddoek"
"Ftr_03617","&#xE;2\0&#x4;ă촄kraampje"
"Ftr_06030","&#xE;2\0&#x4;Ą촃kersenbloesembonsai"
"Ftr_07138","&#xE;2\0&#x4;Ȅ촂mama's theemuts"
"Ftr_07867","&#xE;2\0&#x4;ă촄wegwijsbord"
"Ftr_08417","&#xE;2\0&#x4;Ą촃gereedschapswand"
"Ftr_12484","&#xE;2\0&#x4;Ą촃fossielenplaket"
"Ftr_00330","&#xE;2\0&#x4;Ą촃barbecue"
