"label","text"
"Insect_00617","&#xE;2\0&#x4;ā촅grillo"
"Insect_00634","&#xE;2\0&#x4;ā촅grillotalpa"
"Insect_00651","&#xE;2\0&#x4;ā촅granchio paguro"
"Insect_00618","&#xE;2\0&#x4;̂촇cicala gigante"
"Insect_00635","&#xE;2\0&#x4;̂촇libellula striata"
"Insect_00652","&#xE;2\0&#x4;̂촇farfalla cobra"
"Insect_00619","&#xE;2\0&#x4;ā촅ragno"
"Insect_00636","&#xE;2\0&#x4;̂촇farfalla monarca"
"Insect_00653","&#xE;2\0&#x4;ȁ촆scarabeo elefante"
"Insect_00637","&#xE;2\0&#x4;ā촅coleottero gigante"
"Insect_00638","&#xE;2\0&#x4;ā촅coleottero dorato"
"Insect_00639","&#xE;2\0&#x4;ā촅chrysina resplendens"
"Insect_03480","&#xE;2\0&#x4;̂촇cetonia dorata"
"Insect_03482","&#xE;2\0&#x4;ā촅coleottero giraffa"
"Insect_03483","&#xE;2\0&#x4;ā촅catacanthus"
"Insect_00600","&#xE;2\0&#x4;ȁ촆scarabeo Ercole"
"Insect_03484","&#xE;2\0&#x4;Ђ초urania del Madagascar"
"Insect_00590","&#xE;2\0&#x4;ā촅porcellino di terra"
"Insect_00601","&#xE;2\0&#x4;̂촇cicala notturna"
"Insect_03485","&#xE;2\0&#x4;ā촅coleottero Schoenherr"
"Insect_00591","&#xE;2\0&#x4;̂촇ligia exotica"
"Insect_00602","&#xE;2\0&#x4;ā촅coleottero cyclommatus"
"Insect_00592","&#xE;2\0&#x4;̂촇falena"
"Insect_00603","&#xE;2\0&#x4;̂촇lucciola"
"Insect_00620","&#xE;2\0&#x4;̂촇farfalla agrias"
"Insect_03487","&#xE;2\0&#x4;ā촅coleottero rosalia batesi"
"Insect_00604","&#xE;2\0&#x4;ȁ촆scarabeo stercorario"
"Insect_00621","&#xE;2\0&#x4;̂촇cicala robusta"
"Insect_00594","&#xE;2\0&#x4;ā촅ditisco"
"Insect_00605","&#xE;2\0&#x4;̂촇locusta"
"Insect_00622","&#xE;2\0&#x4;ā촅bruco dal fodero"
"Insect_00595","&#xE;2\0&#x4;̂촇libellula depressa"
"Insect_00606","&#xE;2\0&#x4;̂촇zanzara"
"Insect_00623","&#xE;2\0&#x4;Ђ초ape operaia"
"Insect_00640","&#xE;2\0&#x4;ȁ촆scorpione"
"Insect_05339","&#xE;2\0&#x4;ȁ촆zigottero"
"Insect_00596","&#xE;2\0&#x4;ȁ촆scarabeo Golia"
"Insect_00607","&#xE;2\0&#x4;̂촇mantide"
"Insect_00624","&#xE;2\0&#x4;ā촅coleottero lucanide"
"Insect_00641","&#xE;2\0&#x4;Ђ초esuvia di cicala"
"Insect_00597","&#xE;2\0&#x4;̂촇mosca"
"Insect_00608","&#xE;2\0&#x4;̂촇cimice"
"Insect_00625","&#xE;2\0&#x4;̂촇farfalla gialla"
"Insect_00642","&#xE;2\0&#x4;ā촅suzumushi"
"Insect_00598","&#xE;2\0&#x4;̂촇mantide orchidea"
"Insect_00609","&#xE;2\0&#x4;ā촅tarlo asiatico"
"Insect_00626","&#xE;2\0&#x4;̂촇farfalla comune"
"Insect_00643","&#xE;2\0&#x4;̂촇vespa"
"Insect_00599","&#xE;2\0&#x4;̂촇cicindela"
"Insect_00627","&#xE;2\0&#x4;̂촇farfalla morfo blu"
"Insect_00644","&#xE;2\0&#x4;Ђ초acrida cinerea"
"Insect_00628","&#xE;2\0&#x4;ā촅centopiedi"
"Insect_00645","&#xE;2\0&#x4;̂촇stigmodera"
"Insect_00646","&#xE;2\0&#x4;̂촇tarantola"
"Insect_00647","&#xE;2\0&#x4;̂촇coccinella"
"Insect_00648","&#xE;2\0&#x4;̂촇locusta migratoria"
"Insect_00649","&#xE;2\0&#x4;̂촇cicala sputacchina"
"Insect_00582","&#xE;2\0&#x4;̂촇cicala marrone"
"Insect_00610","&#xE;2\0&#x4;̂촇farfalla vanessa io"
"Insect_03477","&#xE;2\0&#x4;̂촇graphium sarpedon"
"Insect_00583","&#xE;2\0&#x4;̂촇farfalla tigre"
"Insect_00611","&#xE;2\0&#x4;̂촇chiocciola"
"Insect_03478","&#xE;2\0&#x4;̂촇farfalla carta di riso"
"Insect_05157","&#xE;2\0&#x4;̂촇cimice d'acqua gigante"
"Insect_00584","&#xE;2\0&#x4;̂촇farfalla Raja Brooke"
"Insect_00612","&#xE;2\0&#x4;ȁ촆scarabeo kabutomushi"
"Insect_03479","&#xE;2\0&#x4;̂촇farfalla imperatore viola"
"Insect_00585","&#xE;2\0&#x4;̂촇libellula rossa"
"Insect_00613","&#xE;2\0&#x4;̂촇cavalletta"
"Insect_00630","&#xE;2\0&#x4;ā초insetto stecco"
"Insect_00586","&#xE;2\0&#x4;̂촇farfalla regina Alessandra"
"Insect_00614","&#xE;2\0&#x4;ā촅geotrupidae"
"Insect_00631","&#xE;2\0&#x4;ā촅coleottero arcobaleno"
"Insect_00587","&#xE;2\0&#x4;ā촅gerride"
"Insect_00615","&#xE;2\0&#x4;ȁ촆scarabeo atlas"
"Insect_00632","&#xE;2\0&#x4;ā촅coleottero cervo"
"Insect_00588","&#xE;2\0&#x4;̂촇formica"
"Insect_00616","&#xE;2\0&#x4;ā초insetto foglia"
"Insect_00633","&#xE;2\0&#x4;̂촇pulce"
"Insect_00650","&#xE;2\0&#x4;ā촅carabo violino"
