"label","text"
"Bromide_06428","&#xE;2\0&#x4;̂촇foto di Antilio"
"Bromide_06533","&#xE;2\0&#x4;̂촇foto di Pippo"
"Bromide_06696","&#xE;2\0&#x4;̂촇foto di Belinda"
"Bromide_06429","&#xE;2\0&#x4;̂촇foto di Arturo"
"Bromide_06490","&#xE;2\0&#x4;̂촇foto di Grazia"
"Bromide_06534","&#xE;2\0&#x4;̂촇foto di Rosetta"
"Bromide_06697","&#xE;2\0&#x4;̂촇foto di Boccolo"
"Bromide_06491","&#xE;2\0&#x4;̂촇foto di Geremia"
"Bromide_06535","&#xE;2\0&#x4;̂촇foto di Ercolino"
"Bromide_06640","&#xE;2\0&#x4;̂촇foto di Piccio"
"Bromide_06698","&#xE;2\0&#x4;̂촇foto di Agnola"
"Bromide_06492","&#xE;2\0&#x4;̂촇foto di Achille"
"Bromide_06536","&#xE;2\0&#x4;̂촇foto di Poppy"
"Bromide_06641","&#xE;2\0&#x4;̂촇foto di Freddy"
"Bromide_06699","&#xE;2\0&#x4;̂촇foto di Ambra"
"Bromide_06493","&#xE;2\0&#x4;̂촇foto di Grizzly"
"Bromide_06537","&#xE;2\0&#x4;̂촇foto di Antonio"
"Bromide_06642","&#xE;2\0&#x4;̂촇foto di Nives"
"Bromide_06494","&#xE;2\0&#x4;̂촇foto di Jacques"
"Bromide_06538","&#xE;2\0&#x4;̂촇foto di Barnaba"
"Bromide_06643","&#xE;2\0&#x4;̂촇foto di Brina"
"Bromide_06495","&#xE;2\0&#x4;̂촇foto di Berto"
"Bromide_06539","&#xE;2\0&#x4;̂촇foto di Trottolo"
"Bromide_06644","&#xE;2\0&#x4;̂촇foto di Ricciolo"
"Bromide_06496","&#xE;2\0&#x4;̂촇foto di Principe"
"Bromide_06645","&#xE;2\0&#x4;̂촇foto di Grufetta"
"Bromide_06750","&#xE;2\0&#x4;̂촇foto di Arancina"
"Bromide_06497","&#xE;2\0&#x4;̂촇foto di Giada"
"Bromide_06646","&#xE;2\0&#x4;̂촇foto di Broncio"
"Bromide_06751","&#xE;2\0&#x4;̂촇foto di Felix"
"Bromide_06440","&#xE;2\0&#x4;̂촇foto di Buffetto"
"Bromide_06498","&#xE;2\0&#x4;̂촇foto di Massimo"
"Bromide_06647","&#xE;2\0&#x4;̂촇foto di Jambon"
