"label","text"
"Fossil_00189","&#xE;2\0&#x4;Ą촃iguanodonromp"
"Fossil_00217","&#xE;2\0&#x4;Ą촃diplodocusnek"
"Fossil_00234","&#xE;2\0&#x4;Ą촃plesiosauruskop"
"Fossil_00218","&#xE;2\0&#x4;Ą촃diplodocusborstkas"
"Fossil_00235","&#xE;2\0&#x4;Ą촃plesiosaurusromp"
"Fossil_00219","&#xE;2\0&#x4;ă촄diplodocusbekken"
"Fossil_00236","&#xE;2\0&#x4;Ą촃plesiosaurusstaart"
"Fossil_00238","&#xE;2\0&#x4;Ą촃tyrannosauruskop"
"Fossil_00300","&#xE;2\0&#x4;Ą촃fossiele pootafdruk"
"Fossil_00239","&#xE;2\0&#x4;Ą촃tyrannosaurusromp"
"Fossil_00301","&#xE;2\0&#x4;Ą촃australopithecus"
"Fossil_00302","&#xE;2\0&#x4;Ą촃haaientandkrans"
"Fossil_04651","&#xE;2\0&#x4;Ą촃anomalocaris"
"Fossil_07251","&#xE;2\0&#x4;Ą촃diplodocusstaartpunt"
"Fossil_00303","&#xE;2\0&#x4;Ą촃trilobiet"
"Fossil_00294","&#xE;2\0&#x4;Ą촃barnsteen"
"Fossil_00170","&#xE;2\0&#x4;Ą촃ankylosaurusromp"
"Fossil_00295","&#xE;2\0&#x4;Ą촃ammoniet"
"Fossil_00171","&#xE;2\0&#x4;Ą촃ankylosaurusstaart"
"Fossil_00296","&#xE;2\0&#x4;Ą촃coproliet"
"Fossil_04690","&#xE;2\0&#x4;ă촄brachiosaurusbekken"
"Fossil_04691","&#xE;2\0&#x4;Ą촃brachiosaurusstaart"
"Fossil_00190","&#xE;2\0&#x4;Ą촃iguanodonstaart"
"Fossil_00298","&#xE;2\0&#x4;Ą촃archeopteryx"
"Fossil_04658","&#xE;2\0&#x4;ă촄reuzenhert (rechterhelft)"
"Fossil_00202","&#xE;2\0&#x4;Ą촃parasaurolophuskop"
"Fossil_04659","&#xE;2\0&#x4;ă촄reuzenhert (linkerhelft)"
"Fossil_00192","&#xE;2\0&#x4;Ą촃ophthalmosauruskop"
"Fossil_00203","&#xE;2\0&#x4;Ą촃parasaurolophusromp"
"Fossil_00220","&#xE;2\0&#x4;Ą촃diplodocusstaart"
"Fossil_00193","&#xE;2\0&#x4;Ą촃ophthalmosaurusstaart"
"Fossil_00204","&#xE;2\0&#x4;Ą촃parasaurolophusstaart"
"Fossil_00177","&#xE;2\0&#x4;Ą촃archelonkop"
"Fossil_00222","&#xE;2\0&#x4;Ą촃spinosauruskop"
"Fossil_00178","&#xE;2\0&#x4;Ą촃archelonstaart"
"Fossil_00195","&#xE;2\0&#x4;Ą촃mammoetkop"
"Fossil_00206","&#xE;2\0&#x4;Ą촃pteranodonkop & -romp"
"Fossil_00223","&#xE;2\0&#x4;Ą촃spinosaurusromp"
"Fossil_00240","&#xE;2\0&#x4;Ą촃tyrannosaurusstaart"
"Fossil_04697","&#xE;2\0&#x4;Ą촃quetzalcoatluskop & -romp"
"Fossil_00196","&#xE;2\0&#x4;Ą촃mammoetromp"
"Fossil_00207","&#xE;2\0&#x4;Ą촃pteranodonvleugel (r)"
"Fossil_00224","&#xE;2\0&#x4;Ą촃spinosaurusstaart"
"Fossil_04698","&#xE;2\0&#x4;Ą촃quetzalcoatlusvleugel (r)"
"Fossil_00208","&#xE;2\0&#x4;Ą촃pteranodonvleugel (l)"
"Fossil_00242","&#xE;2\0&#x4;Ą촃triceratopskop"
"Fossil_04699","&#xE;2\0&#x4;Ą촃quetzalcoatlusvleugel (l)"
"Fossil_00198","&#xE;2\0&#x4;Ą촃pachycephalosauruskop"
"Fossil_00226","&#xE;2\0&#x4;Ą촃stegosauruskop"
"Fossil_00243","&#xE;2\0&#x4;Ą촃triceratopsromp"
"Fossil_00199","&#xE;2\0&#x4;Ą촃pachycephalosaurusstaart"
"Fossil_00227","&#xE;2\0&#x4;Ą촃stegosaurusromp"
"Fossil_00244","&#xE;2\0&#x4;Ą촃triceratopsstaart"
"Fossil_00228","&#xE;2\0&#x4;Ą촃stegosaurusstaart"
"Fossil_04660","&#xE;2\0&#x4;Ą촃dunkleosteus"
"Fossil_04662","&#xE;2\0&#x4;Ą촃myllokunmingia"
"Fossil_04663","&#xE;2\0&#x4;Ą촃eusthenopteron"
"Fossil_04664","&#xE;2\0&#x4;Ą촃acanthostega"
"Fossil_00180","&#xE;2\0&#x4;Ą촃brontopskop"
"Fossil_04665","&#xE;2\0&#x4;Ą촃juramaia"
"FossilUnknown_02579","&#xE;2\0&#x4;ă촄fossiel"
"Fossil_00181","&#xE;2\0&#x4;Ą촃brontopsromp"
"Fossil_00182","&#xE;2\0&#x4;Ą촃brontopsstaart"
"Fossil_00210","&#xE;2\0&#x4;Ą촃deinonychuskop"
"Fossil_00211","&#xE;2\0&#x4;Ą촃deinonychusstaart"
"Fossil_00184","&#xE;2\0&#x4;Ą촃dimetrodonkop"
"Fossil_00185","&#xE;2\0&#x4;Ą촃dimetrodonromp"
"Fossil_00213","&#xE;2\0&#x4;Ą촃sabeltandtijgerkop"
"Fossil_00169","&#xE;2\0&#x4;Ą촃ankylosauruskop"
"Fossil_00214","&#xE;2\0&#x4;Ą촃sabeltandtijgerstaart"
"Fossil_04688","&#xE;2\0&#x4;Ą촃brachiosauruskop"
"Fossil_04689","&#xE;2\0&#x4;Ą촃brachiosaurusborstkas"
"Fossil_00188","&#xE;2\0&#x4;Ą촃iguanodonkop"
"Fossil_00216","&#xE;2\0&#x4;Ą촃diplodocuskop"
