"label","text"
"HousePost_08831","&#xE;2\0&#x4;Ȃ촄b.a.l. rectangulaire bleue"
"HousePost_08900","&#xE;2\0&#x4;Ȃ촄b.a.l. en bois jaune"
"HousePost_05342","&#xE;2\0&#x4;Ȃ촄b.a.l. rectangulaire"
"HousePost_08832","&#xE;2\0&#x4;Ȃ촄b.a.l. rectangulaire blanche"
"HousePost_08901","&#xE;2\0&#x4;Ȃ촄b.a.l. en bois verte"
"HousePost_05343","&#xE;2\0&#x4;Ȃ촄boîte aux lettres en bois"
"HousePost_08833","&#xE;2\0&#x4;Ȃ촄b.a.l. rectangulaire noire"
"HousePost_08902","&#xE;2\0&#x4;Ȃ촄b.a.l. en bois bleue"
"HousePost_05344","&#xE;2\0&#x4;Ȃ촄grande boîte aux lettres"
"HousePost_08903","&#xE;2\0&#x4;Ȃ촄b.a.l. en bois blanche"
"HousePost_08672","&#xE;2\0&#x4;Ȃ촄grande b.a.l. rouge"
"HousePost_08897","&#xE;2\0&#x4;Ȃ촄b.a.l. en bois chic"
"HousePost_02571","&#xE;2\0&#x4;Ȃ촄boîte aux lettres ordinaire"
"HousePost_08673","&#xE;2\0&#x4;Ȃ촄grande b.a.l. rose"
"HousePost_08898","&#xE;2\0&#x4;Ȃ촄b.a.l. en bois rouge"
"HousePost_05802","&#xE;2\0&#x4;Ȃ촄b.a.l. rudimentaire"
"HousePost_08661","&#xE;2\0&#x4;Ȃ촄b.a.l. ordinaire rouge"
"HousePost_08674","&#xE;2\0&#x4;Ȃ촄grande b.a.l. jaune"
"HousePost_08899","&#xE;2\0&#x4;Ȃ촄b.a.l. en bois rose"
"HousePost_08662","&#xE;2\0&#x4;Ȃ촄b.a.l. ordinaire rose"
"HousePost_08675","&#xE;2\0&#x4;Ȃ촄grande b.a.l. verte"
"HousePost_08663","&#xE;2\0&#x4;Ȃ촄b.a.l. ordinaire jaune"
"HousePost_08676","&#xE;2\0&#x4;Ȃ촄grande b.a.l. bleue"
"HousePost_08827","&#xE;2\0&#x4;Ȃ촄b.a.l. rectangulaire rouge"
"HousePost_08664","&#xE;2\0&#x4;Ȃ촄b.a.l. ordinaire verte"
"HousePost_08677","&#xE;2\0&#x4;Ȃ촄grande b.a.l. blanche"
"HousePost_08828","&#xE;2\0&#x4;Ȃ촄b.a.l. rectangulaire rose"
"HousePost_08665","&#xE;2\0&#x4;Ȃ촄b.a.l. ordinaire bleue"
"HousePost_08678","&#xE;2\0&#x4;Ȃ촄grande b.a.l. noire"
"HousePost_08829","&#xE;2\0&#x4;Ȃ촄b.a.l. rectangulaire jaune"
"HousePost_08666","&#xE;2\0&#x4;Ȃ촄b.a.l. ordinaire blanche"
"HousePost_08667","&#xE;2\0&#x4;Ȃ촄b.a.l. ordinaire noire"
"HousePost_08830","&#xE;2\0&#x4;Ȃ촄b.a.l. rectangulaire verte"
