"label","text"
"Turnip_02633","&#xE;2\0&#x4;ā촃manojo 20 nabos"
"TurnipExpired_02642","&#xE;2\0&#x4;ā촃manojo pasado"
"Turnip_02634","&#xE;2\0&#x4;ā촃manojo 30 nabos"
"Turnip_02635","&#xE;2\0&#x4;ā촃manojo 40 nabos"
"Turnip_02636","&#xE;2\0&#x4;ā촃manojo 50 nabos"
"Turnip_02637","&#xE;2\0&#x4;ā촃manojo 60 nabos"
"Turnip_02638","&#xE;2\0&#x4;ā촃manojo 70 nabos"
"Turnip_02640","&#xE;2\0&#x4;ā촃manojo 90 nabos"
"Turnip_02632","&#xE;2\0&#x4;ā촃manojo 10 nabos"
"Turnip_02639","&#xE;2\0&#x4;ā촃manojo 80 nabos"
"Turnip_02641","&#xE;2\0&#x4;ā촃manojo 100 nabos"
