"label","text"
"RoomFloor_05001","&#xE;2\0&#x4;ā촃suelo liso azul"
"RoomFloor_05070","&#xE;2\0&#x4;ā촃parqué pintado adorable"
"RoomFloor_05003","&#xE;2\0&#x4;ā촃suelo liso morado"
"RoomFloor_05071","&#xE;2\0&#x4;ā촃parqué pintado refinado"
"RoomFloor_05004","&#xE;2\0&#x4;ā촃suelo liso blanco"
"RoomFloor_05005","&#xE;2\0&#x4;ā촃prado margaritas"
"RoomFloor_05073","&#xE;2\0&#x4;ā촃suelo floral amarillo"
"RoomFloor_05006","&#xE;2\0&#x4;ā촃suelo silvestre"
"RoomFloor_05074","&#xE;2\0&#x4;ā촃suelo floral azul"
"RoomFloor_05007","&#xE;2\0&#x4;ā촃suelo paso de cebra"
"RoomFloor_05075","&#xE;2\0&#x4;ā촃suelo floral marrón"
"RoomFloor_05008","&#xE;2\0&#x4;ā촃suelo acera"
"RoomFloor_05076","&#xE;2\0&#x4;Ȃ촄losa kitsch"
"RoomFloor_05009","&#xE;2\0&#x4;ā촃suelo vías ferroviarias"
"RoomFloor_05077","&#xE;2\0&#x4;ā촃tatami cuadrado verde"
"RoomFloor_05078","&#xE;2\0&#x4;ā촃tatami cuadrado beis"
"RoomFloor_05079","&#xE;2\0&#x4;ā촃tatami tradicional"
"RoomFloor_04950","&#xE;2\0&#x4;ā촃suelo cubierta"
"RoomFloor_04951","&#xE;2\0&#x4;ā촃suelo hormigón"
"RoomFloor_05010","&#xE;2\0&#x4;ā촃suelo paso de cebra en cruz"
"RoomFloor_06927","&#xE;2\0&#x4;Ȃ촄losa desierto lila"
"RoomFloor_04952","&#xE;2\0&#x4;ā촃suelo de caucho verde"
"RoomFloor_05011","&#xE;2\0&#x4;ā촃suelo yacimiento"
"RoomFloor_06928","&#xE;2\0&#x4;Ȃ촄losa desierto caqui"
"RoomFloor_04953","&#xE;2\0&#x4;ā촃suelo arabesco"
"RoomFloor_05012","&#xE;2\0&#x4;Ȃ촄losa imperial"
"RoomFloor_05080","&#xE;2\0&#x4;ā촃suelo rombos gris"
"RoomFloor_04954","&#xE;2\0&#x4;ā촃suelo de caucho azul"
"RoomFloor_05013","&#xE;2\0&#x4;ā촃suelo cuadrilátero de sumo"
"RoomFloor_05081","&#xE;2\0&#x4;ā촃suelo rombos pardo"
"RoomFloor_04955","&#xE;2\0&#x4;ā촃suelo esterilla combinada"
"RoomFloor_05082","&#xE;2\0&#x4;ā촃suelo circuito integrado"
"RoomFloor_04956","&#xE;2\0&#x4;ā촃suelo rompecabezas pastel"
"RoomFloor_05015","&#xE;2\0&#x4;ā촃suelo camuflaje"
"RoomFloor_07239","&#xE;2\0&#x4;ā촃suelo playa de arena"
"RoomFloor_04957","&#xE;2\0&#x4;ā촃suelo rompecabezas alegre"
"RoomFloor_05016","&#xE;2\0&#x4;ā촃suelo camuflaje azul"
"RoomFloor_04958","&#xE;2\0&#x4;ā촃suelo rosas"
"RoomFloor_05017","&#xE;2\0&#x4;ā촃suelo camuflaje lila"
"RoomFloor_04959","&#xE;2\0&#x4;ā촃suelo leopardo"
"RoomFloor_05018","&#xE;2\0&#x4;ā촃suelo básico"
"RoomFloor_05019","&#xE;2\0&#x4;ā촃entarimado pino"
"RoomFloor_05232","&#xE;2\0&#x4;ā촃parqué decorativo"
"RoomFloor_05233","&#xE;2\0&#x4;ā촃suelo pizarra"
"RoomFloor_04960","&#xE;2\0&#x4;ā촃suelo acero"
"RoomFloor_05234","&#xE;2\0&#x4;ā촃suelo musgo"
"RoomFloor_04961","&#xE;2\0&#x4;ā촃suelo jirafa"
"RoomFloor_05020","&#xE;2\0&#x4;ā촃suelo alicatado blanco"
"RoomFloor_05235","&#xE;2\0&#x4;ā촃suelo obras"
"RoomFloor_04962","&#xE;2\0&#x4;ā촃suelo cebra"
"RoomFloor_05021","&#xE;2\0&#x4;ā촃suelo dorado"
"RoomFloor_05236","&#xE;2\0&#x4;ā촃suelo vertedero"
"RoomFloor_04963","&#xE;2\0&#x4;ā촃suelo rayas"
"RoomFloor_05022","&#xE;2\0&#x4;ā촃parqué rombos claro"
"RoomFloor_05237","&#xE;2\0&#x4;ā촃suelo carretera"
"RoomFloor_04964","&#xE;2\0&#x4;ā촃suelo bambú"
"RoomFloor_05023","&#xE;2\0&#x4;ā촃suelo topos monocromo"
"RoomFloor_05238","&#xE;2\0&#x4;ā촃suelo ciénaga"
"RoomFloor_04965","&#xE;2\0&#x4;Ȃ촄losa desierto beis"
"RoomFloor_05024","&#xE;2\0&#x4;ā촃suelo olas marinas"
"RoomFloor_05239","&#xE;2\0&#x4;ā촃suelo rocoso"
"RoomFloor_04966","&#xE;2\0&#x4;Ȃ촄losa desierto azul"
"RoomFloor_05025","&#xE;2\0&#x4;ā촃parqué rombos oscuro"
"RoomFloor_04967","&#xE;2\0&#x4;ā촃suelo ratán"
"RoomFloor_05026","&#xE;2\0&#x4;ā촃suelo topos menta"
"RoomFloor_04968","&#xE;2\0&#x4;Ȃ촄superficie lunar"
"RoomFloor_05027","&#xE;2\0&#x4;ā촃suelo topos rojo"
"RoomFloor_04969","&#xE;2\0&#x4;ā촃suelo corcho"
"RoomFloor_05028","&#xE;2\0&#x4;ā촃suelo topos celeste"
"RoomFloor_05240","&#xE;2\0&#x4;ā촃suelo ruinas"
"RoomFloor_05241","&#xE;2\0&#x4;ā촃suelo fiestero"
"RoomFloor_05243","&#xE;2\0&#x4;ā촃suelo círculos en el maíz"
"RoomFloor_04970","&#xE;2\0&#x4;ā촃suelo playa tropical"
"RoomFloor_04971","&#xE;2\0&#x4;Ȃ촄losa terracota"
"RoomFloor_05030","&#xE;2\0&#x4;ā촃suelo fondo piscina"
"RoomFloor_04972","&#xE;2\0&#x4;ā촃suelo flor hexagonal"
"RoomFloor_05031","&#xE;2\0&#x4;ā촃empedrado irregular"
"RoomFloor_04973","&#xE;2\0&#x4;Ȃ촄losa irregular"
"RoomFloor_05032","&#xE;2\0&#x4;ā촃suelo abedul"
"RoomFloor_04974","&#xE;2\0&#x4;ā촃suelo ladrillo blanco"
"RoomFloor_05033","&#xE;2\0&#x4;ā촃parqué cuadriculado claro"
"RoomFloor_05248","&#xE;2\0&#x4;ā촃suelo calaveras"
"RoomFloor_04975","&#xE;2\0&#x4;ā촃suelo ladrillo rojo"
"RoomFloor_05034","&#xE;2\0&#x4;Ȃ촄moqueta recepción"
"RoomFloor_04976","&#xE;2\0&#x4;ā촃suelo ladrillo negro"
"RoomFloor_05035","&#xE;2\0&#x4;ā촃parqué cuadriculado oscuro"
"RoomFloor_06843","&#xE;2\0&#x4;ā촃parqué filigrana blanca"
"RoomFloor_04977","&#xE;2\0&#x4;ā촃suelo estera floral"
"RoomFloor_05036","&#xE;2\0&#x4;ā촃suelo alicatado cian"
"RoomFloor_06844","&#xE;2\0&#x4;Ȃ촄losa comedor azul"
"RoomFloor_04978","&#xE;2\0&#x4;ā촃suelo gravilla"
"RoomFloor_05037","&#xE;2\0&#x4;ā촃suelo alicatado multicolor"
"RoomFloor_06845","&#xE;2\0&#x4;ā촃suelo camuflaje naranja"
"RoomFloor_04979","&#xE;2\0&#x4;ā촃suelo césped"
"RoomFloor_05038","&#xE;2\0&#x4;ā촃suelo panal pardo"
"RoomFloor_05250","&#xE;2\0&#x4;ā촃suelo red neuronal"
"RoomFloor_06846","&#xE;2\0&#x4;ā촃suelo alicatado azul marino"
"RoomFloor_05039","&#xE;2\0&#x4;ā촃suelo japonés"
"RoomFloor_06847","&#xE;2\0&#x4;ā촃suelo floral verde"
"RoomFloor_06848","&#xE;2\0&#x4;ā촃suelo tigre"
"RoomFloor_05253","&#xE;2\0&#x4;ā촃suelo glaciar"
