"label","text"
"Ftr_00383","&#xE;2\0&#x4;Ȃ촄guitarra acústica"
"Ftr_00532","&#xE;2\0&#x4;Ȃ촄montaña de atrezo"
"Ftr_00739","&#xE;2\0&#x4;Ȃ촄mesita"
"Ftr_01328","&#xE;2\0&#x4;Ȃ촄mesa escolar"
"Ftr_01433","&#xE;2\0&#x4;Ȃ촄cazuela sobre hoguera"
"Ftr_01850","&#xE;2\0&#x4;ā촃ordenador portátil"
"Ftr_03776","&#xE;2\0&#x4;ā촃pozo de obra"
"Ftr_04053","&#xE;2\0&#x4;ā촃sillón de ratán"
"Ftr_05956","&#xE;2\0&#x4;Ȃ촄vasija Acuario"
"Ftr_07134","&#xE;2\0&#x4;Ȃ촄mesa de centro de madera"
"Ftr_12419","&#xE;2\0&#x4;ā촃globo Caza del Huevo set 1"
"Ftr_00533","&#xE;2\0&#x4;ā촃árbol de atrezo"
"Ftr_00950","&#xE;2\0&#x4;ā촃cajón de efectos"
"Ftr_01329","&#xE;2\0&#x4;ā촃escritorio de profe"
"Ftr_01434","&#xE;2\0&#x4;ā촃saco de dormir"
"Ftr_01851","&#xE;2\0&#x4;Ȃ촄lámpara de lava"
"Ftr_02713","&#xE;2\0&#x4;ā촃frigorífico"
"Ftr_03509","&#xE;2\0&#x4;ā촃banco de jardín"
"Ftr_04054","&#xE;2\0&#x4;Ȃ촄mesa de té de ratán"
"Ftr_05957","&#xE;2\0&#x4;Ȃ촄estatua Capricornio"
"Ftr_07135","&#xE;2\0&#x4;ā촃punto de luz de suelo"
"Ftr_00846","&#xE;2\0&#x4;ā촃saxofón"
"Ftr_01598","&#xE;2\0&#x4;Ȃ촄pelota de ejercicios"
"Ftr_01852","&#xE;2\0&#x4;ā촃módulo de sofá largo"
"Ftr_03615","&#xE;2\0&#x4;Ȃ촄cocina abierta"
"Ftr_05958","&#xE;2\0&#x4;ā촃arco Sagitario"
"Ftr_07136","&#xE;2\0&#x4;Ȃ촄hierba gatera"
"Ftr_07865","&#xE;2\0&#x4;ā촃expositor de kimonos lujoso"
"Ftr_08415","&#xE;2\0&#x4;ā촃farol restaurante oriental"
"Ftr_09584","&#xE;2\0&#x4;Ȃ촄pelota de playa"
"Ftr_11098","&#xE;2\0&#x4;Ȃ촄cabeza de mantis"
"Ftr_00698","&#xE;2\0&#x4;ā촃moái"
"Ftr_01124","&#xE;2\0&#x4;ā촃globo de acuario"
"Ftr_01853","&#xE;2\0&#x4;ā촃módulo de sofá esquina"
"Ftr_03467","&#xE;2\0&#x4;ā촃juego de té"
"Ftr_03616","&#xE;2\0&#x4;Ȃ촄cocina modular"
"Ftr_05959","&#xE;2\0&#x4;Ȃ촄mesa Cáncer"
"Ftr_07137","&#xE;2\0&#x4;ā촃espejo de pie de madera"
"Ftr_11099","&#xE;2\0&#x4;Ȃ촄cabeza de saltamontes"
"Ftr_01081","&#xE;2\0&#x4;ā촃piano de pared"
"Ftr_01125","&#xE;2\0&#x4;ā촃especiero giratorio"
"Ftr_01288","&#xE;2\0&#x4;Ȃ촄palmera"
"Ftr_03305","&#xE;2\0&#x4;Ȃ촄sillita infantil"
"Ftr_03410","&#xE;2\0&#x4;ā촃lote pequeño de cajas"
"Ftr_03468","&#xE;2\0&#x4;Ȃ촄toalla de playa"
"Ftr_03617","&#xE;2\0&#x4;ā촃tenderete"
