"label","text"
"Rug_07456","&#xE;2\0&#x4;Ȃ촄alfombra ondas monocroma"
"Rug_07457","&#xE;2\0&#x4;Ȃ촄alfombra ondas roja"
"RugMyDesign_08823","&#xE;2\0&#x4;Ȃ촄alfombra personalizada"
"Rug_07360","&#xE;2\0&#x4;Ȃ촄alfombra mariquita"
"Rug_07458","&#xE;2\0&#x4;Ȃ촄alfombra ondas azul"
"Rug_07361","&#xE;2\0&#x4;Ȃ촄alfombra pez"
"Rug_07362","&#xE;2\0&#x4;Ȃ촄alfombra concha"
"Rug_07363","&#xE;2\0&#x4;Ȃ촄alfombra setas"
"Rug_07364","&#xE;2\0&#x4;Ȃ촄alfombra de Nook Inc."
"Rug_07340","&#xE;2\0&#x4;Ȃ촄alfombra étnica roja"
"Rug_07365","&#xE;2\0&#x4;Ȃ촄alfombra rosa rosada"
"Rug_08393","&#xE;2\0&#x4;Ȃ촄alfombra cocina verde"
"Rug_08466","&#xE;2\0&#x4;Ȃ촄alfombra rombos roja"
"Rug_07341","&#xE;2\0&#x4;Ȃ촄alfombra cocina marrón"
"Rug_07366","&#xE;2\0&#x4;Ȃ촄alfombra fósil"
"Rug_08394","&#xE;2\0&#x4;Ȃ촄alfombra cocina azul"
"Rug_08467","&#xE;2\0&#x4;Ȃ촄alfombra rombos azul"
"Rug_07367","&#xE;2\0&#x4;Ȃ촄alfombra vidente"
"Rug_08395","&#xE;2\0&#x4;Ȃ촄alfombra cocina amarilla"
"Rug_08468","&#xE;2\0&#x4;Ȃ촄alfombra rombos marrón"
"Rug_07343","&#xE;2\0&#x4;Ȃ촄alfombra tartán roja y azul"
"Rug_07368","&#xE;2\0&#x4;Ȃ촄alfombra encaje"
"Rug_07369","&#xE;2\0&#x4;Ȃ촄alfombra japonesa"
"Rug_07594","&#xE;2\0&#x4;Ȃ촄alfombra étnica negra"
"Rug_07345","&#xE;2\0&#x4;Ȃ촄alfombra cañizo"
"Rug_07595","&#xE;2\0&#x4;Ȃ촄alfombra étnica azul"
"Rug_12325","&#xE;2\0&#x4;Ȃ촄alfombra botánica Nook Inc."
"Rug_07346","&#xE;2\0&#x4;Ȃ촄alfombra copo de nieve"
"Rug_07596","&#xE;2\0&#x4;Ȃ촄alfombra étnica amarilla"
"Rug_07322","&#xE;2\0&#x4;Ȃ촄alfombra amor rosa"
"Rug_07347","&#xE;2\0&#x4;Ȃ촄alfombra clásica roja"
"Rug_07323","&#xE;2\0&#x4;Ȃ촄alfombra tablas marrón"
"Rug_07348","&#xE;2\0&#x4;Ȃ촄alfombra roja"
"Rug_07324","&#xE;2\0&#x4;ā촃felpudo robusto"
"Rug_07349","&#xE;2\0&#x4;Ȃ촄alfombra pastel monocroma"
"Rug_07325","&#xE;2\0&#x4;Ȃ촄alfombra redonda marfil M"
"Rug_07327","&#xE;2\0&#x4;Ȃ촄alfombra manzana"
"Rug_07328","&#xE;2\0&#x4;Ȃ촄alfombra cerezas"
"Rug_07578","&#xE;2\0&#x4;Ȃ촄alfombra amor blanca"
"Rug_07329","&#xE;2\0&#x4;Ȃ촄alfombra nube"
"Rug_07579","&#xE;2\0&#x4;Ȃ촄alfombra amor turquesa"
"Rug_08035","&#xE;2\0&#x4;Ȃ촄alfombra clásica azul"
"Rug_12462","&#xE;2\0&#x4;Ȃ촄alfombra de boda azul"
"Rug_08036","&#xE;2\0&#x4;Ȃ촄alfombra clásica amarilla"
"Rug_07532","&#xE;2\0&#x4;Ȃ촄alfombra rayas rosa"
"Rug_08037","&#xE;2\0&#x4;Ȃ촄alfombra clásica morada"
"Rug_11113","&#xE;2\0&#x4;Ȃ촄alfombra bambú clara"
"Rug_12214","&#xE;2\0&#x4;Ȃ촄alfombra bolsa de bayas"
"Rug_12464","&#xE;2\0&#x4;Ȃ촄alfombra de boda blanca"
