"label","text"
"009","&#xE;2\0&#x4;ā촃golf"
"040","&#xE;2\0&#x4;ā촃sumo"
"041","&#xE;2\0&#x4;ā촃béisbol"
"042","&#xE;2\0&#x4;ā촃rugby"
"030","&#xE;2\0&#x4;ā촃fútbol-playa"
"043","&#xE;2\0&#x4;ā촃ciclismo"
"031","&#xE;2\0&#x4;ā촃remo"
"044","&#xE;2\0&#x4;Ȃ촄navegación"
"032","&#xE;2\0&#x4;Ȃ촄gimnasia"
"045","&#xE;2\0&#x4;ā촃senderismo"
"020","&#xE;2\0&#x4;ā촃billar"
"033","&#xE;2\0&#x4;ā촃hockey-césped"
"021","&#xE;2\0&#x4;ā촃tenis"
"034","&#xE;2\0&#x4;ā촃boxeo"
"022","&#xE;2\0&#x4;ā촃tiro al arco"
"035","&#xE;2\0&#x4;ā촃motociclismo"
"010","&#xE;2\0&#x4;ā촃surf"
"023","&#xE;2\0&#x4;ā촃handball"
"036","&#xE;2\0&#x4;ā촃yoga"
"011","&#xE;2\0&#x4;ā촃fútbol"
"024","&#xE;2\0&#x4;ā촃básquetbol"
"037","&#xE;2\0&#x4;ā촃judo"
"012","&#xE;2\0&#x4;Ȃ촄lucha libre"
"025","&#xE;2\0&#x4;ā촃bádminton"
"038","&#xE;2\0&#x4;ā촃aladeltismo"
"013","&#xE;2\0&#x4;Ȃ촄natación"
"026","&#xE;2\0&#x4;ā촃voleibol"
"039","&#xE;2\0&#x4;Ȃ촄esgrima"
"001","&#xE;2\0&#x4;ā촃patinaje"
"014","&#xE;2\0&#x4;ā촃esquí"
"027","&#xE;2\0&#x4;ā촃voleibol-playa"
"002","&#xE;2\0&#x4;ā촃hockey-hielo"
"015","&#xE;2\0&#x4;ā촃atletismo"
"028","&#xE;2\0&#x4;ā촃automovilismo"
"003","&#xE;2\0&#x4;ā촃alpinismo"
"016","&#xE;2\0&#x4;ā촃snowboard"
"029","&#xE;2\0&#x4;ā촃polo"
"004","&#xE;2\0&#x4;ā촃ajedrez"
"017","&#xE;2\0&#x4;ā촃squash"
"005","&#xE;2\0&#x4;Ȃ촄equitación"
"018","&#xE;2\0&#x4;ā촃waterpolo"
"006","&#xE;2\0&#x4;Ȃ촄capoeira"
"019","&#xE;2\0&#x4;ā촃tenis de mesa"
"007","&#xE;2\0&#x4;ā촃karate"
"008","&#xE;2\0&#x4;ā촃kung-fu"
