"label","text"
"018","&#xE;2\0&#x4;Ȃ촄horchata"
"035","&#xE;2\0&#x4;Ă촃agua mineral"
"001","&#xE;2\0&#x4;ā촃atole de guayaba"
"019","&#xE;2\0&#x4;Ă촃agua de coco"
"002","&#xE;2\0&#x4;ā촃té de menta"
"003","&#xE;2\0&#x4;ā촃café con leche"
"020","&#xE;2\0&#x4;ā촃champurrado"
"004","&#xE;2\0&#x4;ā촃té con tapioca"
"021","&#xE;2\0&#x4;ā촃jugo de piña"
"005","&#xE;2\0&#x4;ā촃jugo de frutas"
"022","&#xE;2\0&#x4;ā촃mate"
"006","&#xE;2\0&#x4;ā촃café cortado"
"023","&#xE;2\0&#x4;ā촃jugo de pera"
"007","&#xE;2\0&#x4;ā촃maví"
"024","&#xE;2\0&#x4;ā촃jugo de nopal"
"008","&#xE;2\0&#x4;ā촃jugo de naranja"
"025","&#xE;2\0&#x4;ā촃tejuino"
"009","&#xE;2\0&#x4;ā촃refresco"
"026","&#xE;2\0&#x4;ā촃tereré"
"027","&#xE;2\0&#x4;ā촃té de manzanilla"
"010","&#xE;2\0&#x4;Ȃ촄leche"
"028","&#xE;2\0&#x4;Ȃ촄aguapanela"
"011","&#xE;2\0&#x4;Ă촃agua tónica"
"029","&#xE;2\0&#x4;Ȃ촄naranjada"
"012","&#xE;2\0&#x4;ā촃chocolate"
"013","&#xE;2\0&#x4;ā촃té verde"
"030","&#xE;2\0&#x4;ā촃licuado de frutas"
"014","&#xE;2\0&#x4;Ȃ촄tizana"
"031","&#xE;2\0&#x4;ā촃jugo de kiwi"
"015","&#xE;2\0&#x4;ā촃jugo de mora"
"032","&#xE;2\0&#x4;ā촃yogur líquido"
"016","&#xE;2\0&#x4;Ȃ촄limonada"
"033","&#xE;2\0&#x4;Ȃ촄malteada"
"017","&#xE;2\0&#x4;ā촃té chai"
"034","&#xE;2\0&#x4;ā촃té negro"
