"label","text"
"Bromide_06428","&#xE;2\0&#x4;Ȃ촄foto de Corvilo"
"Bromide_06533","&#xE;2\0&#x4;Ȃ촄foto de Pipo"
"Bromide_06696","&#xE;2\0&#x4;Ȃ촄foto de Cuqui"
"Bromide_06429","&#xE;2\0&#x4;Ȃ촄foto de Aristo"
"Bromide_06490","&#xE;2\0&#x4;Ȃ촄foto de Nenúfar"
"Bromide_06534","&#xE;2\0&#x4;Ȃ촄foto de Ofelia"
"Bromide_06697","&#xE;2\0&#x4;Ȃ촄foto de Carnerio"
"Bromide_06491","&#xE;2\0&#x4;Ȃ촄foto de Jeremías"
"Bromide_06535","&#xE;2\0&#x4;Ȃ촄foto de Harpo"
"Bromide_06640","&#xE;2\0&#x4;Ȃ촄foto de Bobo"
"Bromide_06698","&#xE;2\0&#x4;Ȃ촄foto de Franela"
"Bromide_06492","&#xE;2\0&#x4;Ȃ촄foto de Saltonio"
"Bromide_06536","&#xE;2\0&#x4;Ȃ촄foto de Hipóleo"
"Bromide_06641","&#xE;2\0&#x4;Ȃ촄foto de Tomeo"
"Bromide_06699","&#xE;2\0&#x4;Ȃ촄foto de Hebra"
"Bromide_06493","&#xE;2\0&#x4;Ȃ촄foto de Gruñón"
"Bromide_06537","&#xE;2\0&#x4;Ȃ촄foto de Antonio"
"Bromide_06642","&#xE;2\0&#x4;Ȃ촄foto de Nieves"
"Bromide_06494","&#xE;2\0&#x4;Ȃ촄foto de Cousteau"
"Bromide_06538","&#xE;2\0&#x4;Ȃ촄foto de Bernabé"
"Bromide_06643","&#xE;2\0&#x4;Ȃ촄foto de Rizolda"
"Bromide_06495","&#xE;2\0&#x4;Ȃ촄foto de Ricardo"
"Bromide_06539","&#xE;2\0&#x4;Ȃ촄foto de Trotón"
"Bromide_06644","&#xE;2\0&#x4;Ȃ촄foto de Rufueto"
"Bromide_06496","&#xE;2\0&#x4;Ȃ촄foto de Felipe"
"Bromide_06645","&#xE;2\0&#x4;Ȃ촄foto de Trufas"
"Bromide_06750","&#xE;2\0&#x4;Ȃ촄foto de Tricia"
"Bromide_06497","&#xE;2\0&#x4;Ȃ촄foto de Anquita"
"Bromide_06646","&#xE;2\0&#x4;Ȃ촄foto de Curtis"
"Bromide_06751","&#xE;2\0&#x4;Ȃ촄foto de Félix"
"Bromide_06440","&#xE;2\0&#x4;Ȃ촄foto de Amnesio"
"Bromide_06498","&#xE;2\0&#x4;Ȃ촄foto de Radiolo"
"Bromide_06647","&#xE;2\0&#x4;Ȃ촄foto de Jacobo"
"Bromide_06752","&#xE;2\0&#x4;Ȃ촄foto de Wanda"
"Bromide_06441","&#xE;2\0&#x4;Ȃ촄foto de Cándido"
"Bromide_06499","&#xE;2\0&#x4;Ȃ촄foto de Cleo"
"Bromide_06648","&#xE;2\0&#x4;Ȃ촄foto de Aspidora"
"Bromide_06753","&#xE;2\0&#x4;Ȃ촄foto de Tristán"
