"label","text"
"FishToy_06978","&#xE;2\0&#x4;ā촃modèle de saumon roi"
"FishToy_06979","&#xE;2\0&#x4;ā촃modèle de rémora rayé"
"FishToy_06999","&#xE;2\0&#x4;ā촃modèle d'anchois"
"FishToy_07010","&#xE;2\0&#x4;ā촃modèle de carangue"
"FishToy_07011","&#xE;2\0&#x4;ā촃modèle de poisson-ruban"
"FishToy_06940","&#xE;2\0&#x4;ā촃modèle de poisson lanterne"
"FishToy_07012","&#xE;2\0&#x4;ā촃modèle de saumon"
"FishToy_06941","&#xE;2\0&#x4;ā촃modèle de poisson-papillon"
"FishToy_07013","&#xE;2\0&#x4;ā촃modèle grand requin blanc"
"FishToy_06942","&#xE;2\0&#x4;ā촃modèle de cyprin doré"
"FishToy_07014","&#xE;2\0&#x4;ā촃modèle de coryphène"
"FishToy_06943","&#xE;2\0&#x4;ā촃modèle de macropinna"
"FishToy_06960","&#xE;2\0&#x4;ā촃modèle de dai yu"
"FishToy_07015","&#xE;2\0&#x4;ā촃modèle de requin marteau"
"FishToy_06944","&#xE;2\0&#x4;ā촃modèle de loche d'étang"
"FishToy_06961","&#xE;2\0&#x4;ā촃modèle de requin-baleine"
"FishToy_07016","&#xE;2\0&#x4;ā촃modèle de cœlacanthe"
"FishToy_06945","&#xE;2\0&#x4;ā촃modèle de poisson docteur"
"FishToy_06962","&#xE;2\0&#x4;ā촃modèle de grenouille"
"FishToy_07017","&#xE;2\0&#x4;ā촃modèle de tortue trionyx"
"FishToy_06929","&#xE;2\0&#x4;ā촃modèle de carassin"
"FishToy_06946","&#xE;2\0&#x4;ā촃modèle de gobie"
"FishToy_06963","&#xE;2\0&#x4;ā촃modèle de marlin bleu"
"FishToy_06980","&#xE;2\0&#x4;ā촃modèle de carpe"
"FishToy_07018","&#xE;2\0&#x4;ā촃modèle de bar commun"
"FishToy_06964","&#xE;2\0&#x4;ā촃modèle tortue serpentine"
"FishToy_06981","&#xE;2\0&#x4;ā촃modèle de poisson-clown"
"FishToy_07019","&#xE;2\0&#x4;ā촃modèle de crabe chinois"
"FishToy_06965","&#xE;2\0&#x4;ā촃modèle de limande"
"FishToy_06982","&#xE;2\0&#x4;ā촃modèle de clione"
"FishToy_06949","&#xE;2\0&#x4;ā촃modèle de raie"
