"label","text"
"Ftr_00383","&#xE;2\0&#x4;Ȁ촃acoustic guitar"
"Ftr_00532","&#xE;2\0&#x4;Ā촃mountain standee"
"Ftr_00739","&#xE;2\0&#x4;Ā촃tea table"
"Ftr_01328","&#xE;2\0&#x4;Ā촃school desk"
"Ftr_01433","&#xE;2\0&#x4;Ѐ촃campfire cookware"
"Ftr_01850","&#xE;2\0&#x4;Ā촃laptop"
"Ftr_03776","&#xE;2\0&#x4;Ā촃brick well"
"Ftr_04053","&#xE;2\0&#x4;Ā촃rattan armchair"
"Ftr_05956","&#xE;2\0&#x4;Ȁ촃Aquarius urn"
"Ftr_07134","&#xE;2\0&#x4;Ā촃wooden low table"
"Ftr_12419","&#xE;2\0&#x4;Ѐ촃Bunny Day merry balloons"
"Ftr_00533","&#xE;2\0&#x4;Ā촃tree standee"
"Ftr_00950","&#xE;2\0&#x4;Ȁ촃effects rack"
"Ftr_01329","&#xE;2\0&#x4;Ā촃podium"
"Ftr_01434","&#xE;2\0&#x4;Ā촃sleeping bag"
"Ftr_01851","&#xE;2\0&#x4;Ā촃rocket lamp"
"Ftr_02713","&#xE;2\0&#x4;Ā촃refrigerator"
"Ftr_03509","&#xE;2\0&#x4;Ā촃garden bench"
"Ftr_04054","&#xE;2\0&#x4;Ā촃rattan low table"
"Ftr_05957","&#xE;2\0&#x4;Ā촃Capricorn ornament"
"Ftr_07135","&#xE;2\0&#x4;Ā촃floor light"
"Ftr_00846","&#xE;2\0&#x4;Ȁ촃alto saxophone"
"Ftr_01598","&#xE;2\0&#x4;Ȁ촃exercise ball"
"Ftr_01852","&#xE;2\0&#x4;Ā촃box sofa"
"Ftr_03615","&#xE;2\0&#x4;Ȁ촃open-frame kitchen"
"Ftr_05958","&#xE;2\0&#x4;Ā촃Sagittarius arrow"
"Ftr_07136","&#xE;2\0&#x4;Ѐ촃cat grass"
"Ftr_07865","&#xE;2\0&#x4;Ȁ촃elaborate kimono stand"
"Ftr_08415","&#xE;2\0&#x4;Ȁ촃imperial dining lantern"
"Ftr_09584","&#xE;2\0&#x4;Ā촃beach ball"
"Ftr_11098","&#xE;2\0&#x4;Ā촃mantis-head model"
"Ftr_00698","&#xE;2\0&#x4;Ā촃moai statue"
"Ftr_01124","&#xE;2\0&#x4;Ā촃sea globe"
"Ftr_01853","&#xE;2\0&#x4;Ā촃box corner sofa"
"Ftr_03467","&#xE;2\0&#x4;Ā촃tea set"
"Ftr_03616","&#xE;2\0&#x4;Ā촃system kitchen"
"Ftr_05959","&#xE;2\0&#x4;Ā촃Cancer table"
"Ftr_07137","&#xE;2\0&#x4;Ā촃wooden full-length mirror"
"Ftr_11099","&#xE;2\0&#x4;Ā촃grasshopper-head model"
"Ftr_01081","&#xE;2\0&#x4;Ȁ촃upright piano"
"Ftr_01125","&#xE;2\0&#x4;Ā촃revolving spice rack"
"Ftr_01288","&#xE;2\0&#x4;Ā촃fan palm"
"Ftr_03305","&#xE;2\0&#x4;Ā촃baby chair"
"Ftr_03410","&#xE;2\0&#x4;Ѐ촃small cardboard boxes"
"Ftr_03468","&#xE;2\0&#x4;Ā촃beach towel"
"Ftr_03617","&#xE;2\0&#x4;Ā촃stall"
"Ftr_06030","&#xE;2\0&#x4;Ā촃cherry-blossom bonsai"
"Ftr_07138","Mom's tea cozy"
"Ftr_07867","&#xE;2\0&#x4;Ȁ촃angled signpost"
"Ftr_08417","&#xE;2\0&#x4;Ā촃wall-mounted tool board"
"Ftr_00330","&#xE;2\0&#x4;Ā촃barbecue"
"Ftr_00849","&#xE;2\0&#x4;Ȁ촃amp"
"Ftr_00954","&#xE;2\0&#x4;Ȁ촃espresso maker"
"Ftr_01082","&#xE;2\0&#x4;Ā촃picnic basket"
"Ftr_01126","&#xE;2\0&#x4;Ā촃server"
"Ftr_03411","&#xE;2\0&#x4;Ѐ촃medium cardboard boxes"
"Ftr_03618","&#xE;2\0&#x4;Ā촃cutting board"
"Ftr_03991","&#xE;2\0&#x4;Ā촃festive tree"
"Ftr_04000","&#xE;2\0&#x4;Ā촃cute tea table"
"Ftr_05337","&#xE;2\0&#x4;Ā촃three-tiered snowperson"
"Ftr_06031","&#xE;2\0&#x4;Ѐ촃cherry-blossom branches"
"Ftr_07139","Mom's art"
"Ftr_07868","&#xE;2\0&#x4;Ā촃surfboard"
"Ftr_08418","&#xE;2\0&#x4;Ā촃fragrance diffuser"
"Ftr_00331","&#xE;2\0&#x4;Ā촃birdbath"
"Ftr_00955","&#xE;2\0&#x4;Ȁ촃exit sign"
"Ftr_01127","&#xE;2\0&#x4;Ȁ촃old sewing machine"
"Ftr_01232","&#xE;2\0&#x4;Ā촃water cooler"
"Ftr_01439","&#xE;2\0&#x4;Ȁ촃asteroid"
"Ftr_03307","&#xE;2\0&#x4;Ā촃digital scale"
"Ftr_03412","&#xE;2\0&#x4;Ѐ촃large cardboard boxes"
"Ftr_03619","&#xE;2\0&#x4;Ā촃soup kettle"
"Ftr_03992","&#xE;2\0&#x4;Ā촃key holder"
"Ftr_04001","&#xE;2\0&#x4;Ā촃cute vanity"
"Ftr_05338","&#xE;2\0&#x4;Ā촃simple panel"
"Ftr_06032","&#xE;2\0&#x4;Ā촃cherry-blossom-petal pile"
"Ftr_08419","&#xE;2\0&#x4;Ā촃garden wagon"
"Ftr_01128","&#xE;2\0&#x4;Ā촃sewing machine"
"Ftr_03681","&#xE;2\0&#x4;Ā촃piano bench"
"Ftr_03993","&#xE;2\0&#x4;Ȁ촃analog kitchen scale"
"Ftr_04002","&#xE;2\0&#x4;Ā촃cute floor lamp"
"Ftr_04270","&#xE;2\0&#x4;Ā촃yellow-leaf pile"
"Ftr_06033","&#xE;2\0&#x4;Ā촃outdoor picnic set"
"Ftr_00333","&#xE;2\0&#x4;Ā촃birdhouse"
"Ftr_00957","&#xE;2\0&#x4;Ā촃ventilation fan"
"Ftr_01234","&#xE;2\0&#x4;Ā촃portable toilet"
"Ftr_04003","&#xE;2\0&#x4;Ā촃cute music player"
"Ftr_04271","&#xE;2\0&#x4;Ā촃red-leaf pile"
"Ftr_07040","&#xE;2\0&#x4;Ȁ촃HHA pennant"
"Ftr_07098","&#xE;2\0&#x4;Ā촃bronze HHA trophy"
"Ftr_07247","&#xE;2\0&#x4;Ā촃silo"
"Ftr_00290","&#xE;2\0&#x4;Ā촃treadmill"
"Ftr_01652","&#xE;2\0&#x4;Ā촃matryoshka"
"Ftr_03415","&#xE;2\0&#x4;Ā촃termite mound"
"Ftr_03683","&#xE;2\0&#x4;Ā촃plain sink"
"Ftr_03995","&#xE;2\0&#x4;Ā촃cute DIY table"
"Ftr_00335","&#xE;2\0&#x4;Ā촃Mr. Flamingo"
"Ftr_01087","&#xE;2\0&#x4;Ā촃pinball machine"
"Ftr_01802","&#xE;2\0&#x4;Ā촃drink machine"
"Ftr_03416","&#xE;2\0&#x4;Ā촃soft-serve lamp"
"Ftr_03684","&#xE;2\0&#x4;Ѐ촃coconut juice"
"Ftr_03996","&#xE;2\0&#x4;Ā촃cute wall-mounted clock"
"Ftr_04110","&#xE;2\0&#x4;Ȁ촃essay set"
"Ftr_00336","&#xE;2\0&#x4;Ā촃Mrs. Flamingo"
"Ftr_01803","&#xE;2\0&#x4;Ā촃drum set"
"Ftr_03997","&#xE;2\0&#x4;Ā촃cute wardrobe"
"Ftr_04006","&#xE;2\0&#x4;Ā촃climbing wall"
"Ftr_04111","&#xE;2\0&#x4;Ȁ촃old-fashioned alarm clock"
"Ftr_05970","&#xE;2\0&#x4;Ѐ촃firewood"
"Ftr_07043","&#xE;2\0&#x4;Ā촃Stonehenge"
"Ftr_09698","&#xE;2\0&#x4;Ā촃Baby panda"
"Ftr_01804","&#xE;2\0&#x4;Ȁ촃electric bass"
"Ftr_03998","&#xE;2\0&#x4;Ā촃cute sofa"
"Ftr_09699","&#xE;2\0&#x4;Ā촃Mama panda"
"Ftr_11260","&#xE;2\0&#x4;Ā촃golden arowana model"
