"label","text"
"CraftMaterial_02767_pl","&#xE;2\0&#x4;Ѐ촃softwood"
"AutumnLeaf_07374","&#xE;2\0&#x4;Ā촃maple leaf"
"CraftMaterial_02501_pl","&#xE;2\0&#x4;Ѐ촃bamboo pieces"
"StarPiece_05995_pl","&#xE;2\0&#x4;Ѐ촃Scorpius fragments"
"CraftMaterial_05731_pl","&#xE;2\0&#x4;Ѐ촃blue ornaments"
"CraftRemake_02513_pl","&#xE;2\0&#x4;Ѐ촃customization kits"
"Ore_02511_pl","&#xE;2\0&#x4;Ѐ촃iron nuggets"
"CraftRemake_02513","&#xE;2\0&#x4;Ā촃customization kit"
"Ore_02511","&#xE;2\0&#x4;Ȁ촃iron nugget"
"StarPiece_05983","&#xE;2\0&#x4;Ā촃star fragment"
"StarPiece_05986_pl","&#xE;2\0&#x4;Ѐ촃Aquarius fragments"
"StarPiece_05984","&#xE;2\0&#x4;Ā촃large star fragment"
"CraftMaterial_02500_pl","&#xE;2\0&#x4;Ѐ촃tree branches"
"StarPiece_05985","&#xE;2\0&#x4;Ā촃Capricorn fragment"
"StarPiece_05986","&#xE;2\0&#x4;Ȁ촃Aquarius fragment"
"Ore_03090","&#xE;2\0&#x4;Ѐ촃clay"
"StarPiece_05987","&#xE;2\0&#x4;Ā촃Pisces fragment"
"StarPiece_05994_pl","&#xE;2\0&#x4;Ѐ촃Libra fragments"
"CraftMaterial_02500","&#xE;2\0&#x4;Ā촃tree branch"
"CraftMaterial_05730_pl","&#xE;2\0&#x4;Ѐ촃red ornaments"
"StarPiece_05988","&#xE;2\0&#x4;Ȁ촃Aries fragment"
"StarPiece_05990_pl","&#xE;2\0&#x4;Ѐ촃Gemini fragments"
"CraftMaterial_02501","&#xE;2\0&#x4;Ā촃bamboo piece"
"Ore_02505_pl","&#xE;2\0&#x4;Ѐ촃gold nuggets"
"StarPiece_05985_pl","&#xE;2\0&#x4;Ѐ촃Capricorn fragments"
"StarPiece_05989","&#xE;2\0&#x4;Ā촃Taurus fragment"
"CraftMaterial_05727","&#xE;2\0&#x4;Ȁ촃acorn"
"CraftMaterial_05728","&#xE;2\0&#x4;Ā촃pine cone"
"CraftMaterial_05729_pl","&#xE;2\0&#x4;Ѐ촃young spring bamboo"
"Sakurapetal_05859","&#xE;2\0&#x4;Ā촃cherry-blossom petal"
"StarPiece_05989_pl","&#xE;2\0&#x4;Ѐ촃Taurus fragments"
"CraftMaterial_02769_pl","&#xE;2\0&#x4;Ѐ촃hardwood"
"CraftMaterial_05729","&#xE;2\0&#x4;Ѐ촃young spring bamboo"
"Ore_02502","&#xE;2\0&#x4;Ā촃stone"
"SnowCrystal_03539","&#xE;2\0&#x4;Ā촃snowflake"
"StarPiece_05993_pl","&#xE;2\0&#x4;Ѐ촃Virgo fragments"
"Ore_02505","&#xE;2\0&#x4;Ā촃gold nugget"
"StarPiece_05988_pl","&#xE;2\0&#x4;Ѐ촃Aries fragments"
"CraftMaterial_02768_pl","&#xE;2\0&#x4;Ѐ촃wood"
"StarPiece_05984_pl","&#xE;2\0&#x4;Ѐ촃large star fragments"
"StarPiece_05990","&#xE;2\0&#x4;Ā촃Gemini fragment"
"StarPiece_05991","&#xE;2\0&#x4;Ā촃Cancer fragment"
"SnowCrystal_03540_pl","&#xE;2\0&#x4;Ѐ촃large snowflakes"
"StarPiece_05992","&#xE;2\0&#x4;Ā촃Leo fragment"
"StarPiece_05996_pl","&#xE;2\0&#x4;Ѐ촃Sagittarius fragments"
"CraftPhoneCase_08760","&#xE;2\0&#x4;Ā촃customizable phone case kit"
"StarPiece_05992_pl","&#xE;2\0&#x4;Ѐ촃Leo fragments"
"StarPiece_05993","&#xE;2\0&#x4;Ā촃Virgo fragment"
"CraftMaterial_02767","&#xE;2\0&#x4;Ѐ촃softwood"
"StarPiece_05987_pl","&#xE;2\0&#x4;Ѐ촃Pisces fragments"
"StarPiece_05994","&#xE;2\0&#x4;Ā촃Libra fragment"
"CraftMaterial_02768","&#xE;2\0&#x4;Ѐ촃wood"
"CraftMaterial_05728_pl","&#xE;2\0&#x4;Ѐ촃pine cones"
"StarPiece_05983_pl","&#xE;2\0&#x4;Ѐ촃star fragments"
"StarPiece_05995","&#xE;2\0&#x4;Ā촃Scorpius fragment"
"CraftMaterial_02769","&#xE;2\0&#x4;Ѐ촃hardwood"
"StarPiece_05996","&#xE;2\0&#x4;Ā촃Sagittarius fragment"
"AutumnLeaf_07374_pl","&#xE;2\0&#x4;Ѐ촃maple leaves"
"CraftMaterial_05730","&#xE;2\0&#x4;Ā촃red ornament"
"Ore_03090_pl","&#xE;2\0&#x4;Ѐ촃clay"
"CraftMaterial_05731","&#xE;2\0&#x4;Ā촃blue ornament"
"CraftMaterial_05732","&#xE;2\0&#x4;Ā촃gold ornament"
"SnowCrystal_03539_pl","&#xE;2\0&#x4;Ѐ촃snowflakes"
"SnowCrystal_03540","&#xE;2\0&#x4;Ā촃large snowflake"
"StarPiece_05991_pl","&#xE;2\0&#x4;Ѐ촃Cancer fragments"
"CraftMaterial_05732_pl","&#xE;2\0&#x4;Ѐ촃gold ornaments"
"CraftMaterial_05727_pl","&#xE;2\0&#x4;Ѐ촃acorns"
"Ore_02502_pl","&#xE;2\0&#x4;Ѐ촃stones"
"Sakurapetal_05859_pl","&#xE;2\0&#x4;Ѐ촃cherry-blossom petals"
