"label","text"
"1211","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Erd-Ei-Schuhe"
"526","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Business-Schuhe"
"888","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Schleifchensandalen"
"1212","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Fels-Ei-Schuhe"
"1213","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Laub-Ei-Schuhe"
"528","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Veloursstiefel"
"1214","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Holz-Ei-Schuhe"
"529","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Regenstiefel"
"876","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Badepantoffeln"
"938","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Basketballstiefel"
"1003","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Veloursturnschuhe"
"1215","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Luft-Ei-Schuhe"
"515","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Badelatschen"
"924","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Ghillie Brogues"
"1216","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Wasser-Ei-Schuhe"
"863","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Astronautenstiefel"
"878","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Herzchenturnschuhe"
"925","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Babuschen"
"1217","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Hochzeits-Pumps"
"517","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Kunstleder-Sneaker"
"864","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Kinderturnschuhe"
"1218","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Hochzeitsschuhe"
"1097","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Kung-Fu-Schuhe"
"791","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Ballettschuhe"
"868","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Spazierschuhe"
"1098","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Stickschuhe"
"1145","&#xE;2\0&#x4;ă촅Paar&#xE;2&#x16;\n\0\0\0&#x2;s Nook-Inc.-Pantoffeln"
