"label","text"
"00131","&#xE;2\0&#x4;ă촅Lila-Ziegeldach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00160","&#xE;2\0&#x4;ă촅Rosa-Rundziegeldach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00132","&#xE;2\0&#x4;ă촅Schwarz-Ziegeldach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00161","&#xE;2\0&#x4;ă촅Gelb-Rundziegeldach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00133","&#xE;2\0&#x4;ă촅Rosa-Ziegeldach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00162","&#xE;2\0&#x4;ă촅Grün-Rundziegeldach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00047","&#xE;2\0&#x4;ă촅Rot-Ziegeldach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00134","&#xE;2\0&#x4;ă촅Gelb-Ziegeldach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00163","&#xE;2\0&#x4;ă촅Blau-Rundziegeldach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00135","&#xE;2\0&#x4;ă촅Grün-Ziegeldach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00164","&#xE;2\0&#x4;ă촅Beige-Rundziegeldach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00136","&#xE;2\0&#x4;ă촅Hellblau-Ziegeldach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00165","&#xE;2\0&#x4;ă촅Braun-Rundziegeldach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00137","&#xE;2\0&#x4;ă촅Blau-Ziegeldach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00166","&#xE;2\0&#x4;ă촅Schwarz-Rundziegeldach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00138","&#xE;2\0&#x4;ă촅Lila-Ziegeldach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00167","&#xE;2\0&#x4;ă촅Weiß-Reetdach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00023","&#xE;2\0&#x4;ă촅Braun-Reetdach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00139","&#xE;2\0&#x4;ă촅Schwarz-Ziegeldach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00168","&#xE;2\0&#x4;ă촅Dunkelgrün-Reetdach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00024","&#xE;2\0&#x4;ă촅Orange-Reetdach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00169","&#xE;2\0&#x4;ă촅Schwarz-Reetdach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00025","&#xE;2\0&#x4;ă촅Gelb-Reetdach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00026","&#xE;2\0&#x4;ă촅Grau-Reetdach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00000","&#xE;2\0&#x4;ă촅Rot-Ziegeldach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00147","&#xE;2\0&#x4;ă촅Gelb-Ziegeldach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00003","&#xE;2\0&#x4;ă촅Rosa-Ziegeldach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00148","&#xE;2\0&#x4;ă촅Grün-Ziegeldach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00149","&#xE;2\0&#x4;ă촅Hellblau-Ziegeldach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00150","&#xE;2\0&#x4;ă촅Blau-Ziegeldach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00006","&#xE;2\0&#x4;ă촅Goldbraun-Reetdach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00151","&#xE;2\0&#x4;ă촅Lila-Ziegeldach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00007","&#xE;2\0&#x4;ă촅Grau-Steindach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00152","&#xE;2\0&#x4;ă촅Schwarz-Ziegeldach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00008","&#xE;2\0&#x4;ă촅Orange-Rundziegeldach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00153","&#xE;2\0&#x4;ă촅Beige-Steindach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00154","&#xE;2\0&#x4;ă촅Orange-Steindach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00039","&#xE;2\0&#x4;ă촅Rot-Ziegeldach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00126","&#xE;2\0&#x4;ă촅Rosa-Ziegeldach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00155","&#xE;2\0&#x4;ă촅Rot-Steindach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00127","&#xE;2\0&#x4;ă촅Gelb-Ziegeldach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00156","&#xE;2\0&#x4;ă촅Blau-Steindach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00128","&#xE;2\0&#x4;ă촅Grün-Ziegeldach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00157","&#xE;2\0&#x4;ă촅Grün-Steindach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00129","&#xE;2\0&#x4;ă촅Hellblau-Ziegeldach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00158","&#xE;2\0&#x4;ă촅Braun-Steindach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00130","&#xE;2\0&#x4;ă촅Blau-Ziegeldach&#xE;2&#x16;\n\0\0\0&#x2;s"
"00159","&#xE;2\0&#x4;ă촅Schwarz-Steindach&#xE;2&#x16;\n\0\0\0&#x2;s"
