"label","text"
"010","&#xE;2\0&#x4;Ѐ촃green curry"
"028","&#xE;2\0&#x4;Ѐ촃fish tempura"
"051","&#xE;2\0&#x4;Ѐ촃mulligatawny"
"011","&#xE;2\0&#x4;Ā촃shrimp tempura"
"029","&#xE;2\0&#x4;Ѐ촃tabbouleh"
"052","&#xE;2\0&#x4;Ѐ촃veggie pho"
"012","&#xE;2\0&#x4;Ѐ촃tomato bisque"
"053","&#xE;2\0&#x4;Ѐ촃grilled tofu"
"013","&#xE;2\0&#x4;Ā촃baked squash"
"054","&#xE;2\0&#x4;Ā촃split-pea soup"
"014","&#xE;2\0&#x4;Ā촃grilled cheese"
"055","&#xE;2\0&#x4;Ā촃baked salmon"
"015","&#xE;2\0&#x4;Ā촃tomato salad"
"056","&#xE;2\0&#x4;Ѐ촃creamed corn"
"016","&#xE;2\0&#x4;Ā촃spanakopita"
"057","&#xE;2\0&#x4;Ѐ촃pumpkin gnocchi"
"017","&#xE;2\0&#x4;Ѐ촃sauerkraut"
"040","&#xE;2\0&#x4;Ѐ촃polenta"
"058","&#xE;2\0&#x4;Ѐ촃shrimp risotto"
"018","&#xE;2\0&#x4;Ѐ촃minestrone"
"041","&#xE;2\0&#x4;Ѐ촃papas bravas"
"059","&#xE;2\0&#x4;Ѐ촃rice porridge"
"001","&#xE;2\0&#x4;Ā촃tuna casserole"
"019","&#xE;2\0&#x4;Ѐ촃yakisoba"
"042","&#xE;2\0&#x4;Ѐ촃french toast"
"002","&#xE;2\0&#x4;Ā촃pasta salad"
"043","&#xE;2\0&#x4;Ā촃pepperoncini"
"003","&#xE;2\0&#x4;Ā촃potato salad"
"044","&#xE;2\0&#x4;Ѐ촃potato gratin"
"004","&#xE;2\0&#x4;Ѐ촃mixed paella"
"045","&#xE;2\0&#x4;Ѐ촃popcorn"
"005","&#xE;2\0&#x4;Ѐ촃cioppino"
"046","&#xE;2\0&#x4;Ā촃caesar salad"
"006","&#xE;2\0&#x4;Ѐ촃bibimbap"
"047","&#xE;2\0&#x4;Ā촃falafel"
"007","&#xE;2\0&#x4;Ѐ촃shrimp gumbo"
"030","&#xE;2\0&#x4;Ѐ촃tom yum kung"
"048","&#xE;2\0&#x4;Ѐ촃borscht"
"008","&#xE;2\0&#x4;Ѐ촃ceviche"
"031","&#xE;2\0&#x4;Ā촃coleslaw"
"049","&#xE;2\0&#x4;Ѐ촃tortellini"
"009","&#xE;2\0&#x4;Ѐ촃carbonara"
"032","&#xE;2\0&#x4;Ā촃veggie stew"
"033","&#xE;2\0&#x4;Ѐ촃creamed spinach"
"034","&#xE;2\0&#x4;Ѐ촃succotash"
"035","&#xE;2\0&#x4;Ѐ촃pickled okra"
"036","&#xE;2\0&#x4;Ā촃pesto pizza"
"037","&#xE;2\0&#x4;Ā촃kimchi stew"
"060","&#xE;2\0&#x4;Ѐ촃ratatouille"
"020","&#xE;2\0&#x4;Ā촃moussaka"
"038","&#xE;2\0&#x4;Ѐ촃corn bread"
"021","&#xE;2\0&#x4;Ā촃noodle soup"
"039","&#xE;2\0&#x4;Ѐ촃fish-and-chips"
"022","&#xE;2\0&#x4;Ѐ촃hummus"
"023","&#xE;2\0&#x4;Ā촃lentil soup"
"024","&#xE;2\0&#x4;Ѐ촃cheese fondue"
"025","&#xE;2\0&#x4;Ѐ촃chow mein"
"026","&#xE;2\0&#x4;Ѐ촃palak paneer"
"027","&#xE;2\0&#x4;Ā촃baked ziti"
"050","&#xE;2\0&#x4;Ѐ촃vichyssoise"
